Nombre,Latitud,Longitud,Pais,Siglas,Tipo,Poblacion
Kelsterbach,50.0688,8.5301,Alemania,DEU,Ciudad,16936
Qal`ah-ye Zal,37.015,68.4672,Afganistán,AFG,Ciudad,18000
Itabera,-23.8619,-49.1372,Brasil,BRA,Ciudad,18015
Shirosato,36.4792,140.3764,Japón,JPN,Ciudad,17916
Polignano a Mare,40.9961,17.2203,Italia,ITA,Ciudad,18022
Safety Harbor,28.008,-82.6964,Estados Unidos,USA,Ciudad,18016
Mattoon,39.4775,-88.3624,Estados Unidos,USA,Ciudad,18016
Port-de-Bouc,43.405,4.9886,Francia,FRA,Ciudad,16569
Neftegorsk,52.8,51.1667,Rusia,RUS,Ciudad,17990
Ginsheim-Gustavsburg,49.9646,8.3464,Alemania,DEU,Ciudad,16807
Requena,-5.0569,-73.8515,Peru,PER,Ciudad,18000
General Deheza,-32.7564,-63.7889,Argentina,ARG,Ciudad,18000
Pimentel,19.1833,-70.1,República Dominicana,DOM,Ciudad,17864
Waalre,51.3867,5.4456,Netherlands,NLD,Capital Provincia,17247
Macomb,40.4721,-90.6816,Estados Unidos,USA,Ciudad,18006
Vera,37.25,-1.8667,España,ESP,Ciudad,17700
North Druid Hills,33.8186,-84.3254,Estados Unidos,USA,Ciudad,18002
Baronissi,40.75,14.78,Italia,ITA,Ciudad,17051
Tordera,41.7008,2.72,España,ESP,Ciudad,17788
Flora,18.1167,121.4,Filipinas,PHL,Ciudad,17944
West Columbia,33.9931,-81.0932,Estados Unidos,USA,Ciudad,17998
Oborniki,52.65,16.8167,Polonia,POL,Capital Provincia,17895
Ervalia,-20.84,-42.6569,Brasil,BRA,Ciudad,17946
Arco,45.9167,10.8833,Italia,ITA,Ciudad,17716
Mirante do Paranapanema,-22.2919,-51.9064,Brasil,BRA,Ciudad,17979
Villanueva del Pardillo,40.4833,-3.9667,España,ESP,Ciudad,17310
Outat Oulad Al Haj,33.3335,-3.7077,Marruecos,MAR,Ciudad,16388
Fayetteville,33.45,-84.4709,Estados Unidos,USA,Ciudad,17991
Messias,-9.3828,-35.8419,Brasil,BRA,Ciudad,17988
Sunland Park,31.8194,-106.5943,Estados Unidos,USA,Ciudad,17978
Sabana de Torres,7.3903,-73.5003,Colombia,COL,Capital Provincia,17965
Chateauneuf-les-Martigues,43.3831,5.1642,Francia,FRA,Ciudad,17425
Puurs,51.0761,4.2803,Bélgica,BEL,Ciudad,17452
Kharabali,47.4,47.25,Rusia,RUS,Ciudad,17968
Po,11.1667,-1.15,Burkina Faso,BFA,Capital Provincia,17924
Miedzyrzec Podlaski,51.9833,22.8,Polonia,POL,Ciudad,17117
Estelle,29.8447,-90.1021,Estados Unidos,USA,Ciudad,17968
Antenor Navarro,-6.7289,-38.4489,Brasil,BRA,Ciudad,17929
Marabut,11.1167,125.2167,Filipinas,PHL,Ciudad,17842
Melfi,40.9964,15.6558,Italia,ITA,Ciudad,17878
Jovellar,13.0667,123.6,Filipinas,PHL,Ciudad,17795
Ibirataia,-14.0669,-39.6408,Brasil,BRA,Ciudad,17947
San Carlos Park,26.4765,-81.8193,Estados Unidos,USA,Ciudad,17961
Pelaya,8.6892,-73.6653,Colombia,COL,Capital Provincia,17910
Policoro,40.2,16.6667,Italia,ITA,Ciudad,17694
Naarden,52.2953,5.1622,Netherlands,NLD,Capital Provincia,17202
Illertissen,48.2167,10.0833,Alemania,DEU,Ciudad,17473
Rockland,42.1295,-70.91,Estados Unidos,USA,Ciudad,17953
Kreuzau,50.747,6.4907,Alemania,DEU,Ciudad,17532
Papanduva,-26.37,-50.1439,Brasil,BRA,Ciudad,17928
Frankenberg,51.0589,8.7967,Alemania,DEU,Ciudad,17808
Zachary,30.6642,-91.1634,Estados Unidos,USA,Ciudad,17949
Kingsland,30.8194,-81.7217,Estados Unidos,USA,Ciudad,17949
Zapotlan del Rey,20.4674,-102.9248,México,MEX,Capital Provincia,17893
Gaoniang,26.8394,109.177,China,CHN,Ciudad,17878
Harwich,51.934,1.266,Reino Unido,GBR,Ciudad,17684
Marco Island,25.933,-81.6993,Estados Unidos,USA,Ciudad,17947
L'Isle-d'Abeau,45.6194,5.2331,Francia,FRA,Ciudad,16169
Lagoa da Canoa,-9.83,-36.7378,Brasil,BRA,Ciudad,17771
Huntington,40.8815,-85.5053,Estados Unidos,USA,Ciudad,17942
Union de San Antonio,21.128,-102.006,México,MEX,Capital Provincia,17915
Juazeirinho,-7.0678,-36.5778,Brasil,BRA,Ciudad,17902
Ingleside,27.87,-97.2077,Estados Unidos,USA,Ciudad,17940
Humacao,18.1519,-65.8204,Puerto Rico,PRI,Ciudad,17939
Whitemarsh,40.104,-75.2483,Estados Unidos,USA,Ciudad,17938
Ban Thum,16.4523,102.7225,Tailandia,THA,Ciudad,17564
Weilerswist,50.7525,6.8378,Alemania,DEU,Ciudad,17619
Golitsyno,55.6147,36.9872,Rusia,RUS,Ciudad,17651
Buchen in Odenwald,49.5217,9.3233,Alemania,DEU,Ciudad,17796
Marmande,44.5,0.1653,Francia,FRA,Capital Provincia,17534
Guapiara,-24.185,-48.5328,Brasil,BRA,Ciudad,17879
Yaguachi Nuevo,-2.12,-79.69,Ecuador,ECU,Ciudad,17806
Monselice,45.2333,11.75,Italia,ITA,Ciudad,17572
Broken Hill,-31.95,141.4667,Australia,AUS,Ciudad,17814
Nguigmi,14.2532,13.1108,Níger,NER,Capital Provincia,17897
Wantagh,40.6686,-73.5104,Estados Unidos,USA,Ciudad,17915
Kirsanov,52.65,42.7333,Rusia,RUS,Ciudad,16409
Mancio Lima,-7.6139,-72.8958,Brasil,BRA,Ciudad,17910
Biliran,11.4667,124.4833,Filipinas,PHL,Ciudad,17662
Lenoir,35.9096,-81.5247,Estados Unidos,USA,Ciudad,17913
Zlotoryja,51.1264,15.9198,Polonia,POL,Capital Provincia,16479
Anadia,-9.6844,-36.3042,Brasil,BRA,Ciudad,17818
Concord,38.5117,-90.3574,Estados Unidos,USA,Ciudad,17912
Benavente,42.0031,-5.6742,España,ESP,Ciudad,17523
Easton,38.776,-76.0702,Estados Unidos,USA,Ciudad,17911
Ommen,52.5167,6.4167,Netherlands,NLD,Capital Provincia,17813
Herve,50.6333,5.8,Bélgica,BEL,Ciudad,17598
Galich,58.3833,42.35,Rusia,RUS,Ciudad,16911
New Castle,41.1842,-73.7726,Estados Unidos,USA,Ciudad,17905
Yuanquan,40.5004,95.8,China,CHN,Capital Provincia,17886
Marechal Taumaturgo,-8.9408,-72.7919,Brasil,BRA,Ciudad,17897
Ruhango,-2.2325,29.7803,Ruanda,RWA,Ciudad,17051
Porto San Giorgio,43.1848,13.7955,Italia,ITA,Ciudad,16068
Catarman,9.1333,124.6833,Filipinas,PHL,Ciudad,17569
San Bartolo Tutotepec,20.4,-98.2,México,MEX,Capital Provincia,17837
Perry,32.4719,-83.7282,Estados Unidos,USA,Ciudad,17894
Hannibal,39.7097,-91.3939,Estados Unidos,USA,Ciudad,17884
Holzwickede,51.5,7.6167,Alemania,DEU,Ciudad,17118
Al Qbab,32.7333,-5.5167,Marruecos,MAR,Ciudad,16157
Jacupiranga,-24.6925,-48.0022,Brasil,BRA,Ciudad,17851
Jaguaretama,-5.6128,-38.7669,Brasil,BRA,Ciudad,17863
Menasha,44.2124,-88.4272,Estados Unidos,USA,Ciudad,17873
Oak Grove,45.4156,-122.6349,Estados Unidos,USA,Ciudad,17872
Schwarzenbek,53.5042,10.4792,Alemania,DEU,Ciudad,16447
Scarsdale,40.9902,-73.7773,Estados Unidos,USA,Ciudad,17871
Kongsvinger,60.1912,11.9992,Noruega,NOR,Capital Provincia,17851
Arinos,-15.9169,-46.1058,Brasil,BRA,Ciudad,17862
Montanha,-18.1269,-40.3628,Brasil,BRA,Ciudad,17849
Brenham,30.1585,-96.3964,Estados Unidos,USA,Ciudad,17863
Ocean Springs,30.4082,-88.7861,Estados Unidos,USA,Ciudad,17862
Douar Oulad Mbarek,34.2833,-4.3167,Marruecos,MAR,Ciudad,17747
Dallas,44.9222,-123.3131,Estados Unidos,USA,Ciudad,17859
Woodcrest,33.8789,-117.3686,Estados Unidos,USA,Ciudad,17859
Taree,-31.9,152.45,Australia,AUS,Ciudad,16197
Yanggezhuang,39.3831,118.7119,China,CHN,Ciudad,16959
Wadgassen,49.2667,6.7833,Alemania,DEU,Ciudad,17190
Carlentini,37.2833,15.0167,Italia,ITA,Ciudad,17741
White Settlement,32.7554,-97.4605,Estados Unidos,USA,Ciudad,17851
Cesson-Sevigne,48.1208,-1.6036,Francia,FRA,Ciudad,17312
Kukmor,56.1855,50.8944,Rusia,RUS,Ciudad,17815
Barao do Grajau,-6.7558,-43.0239,Brasil,BRA,Ciudad,17841
Tarrega,41.6464,1.1394,España,ESP,Ciudad,17649
Nazare Paulista,-23.1808,-46.395,Brasil,BRA,Ciudad,17794
Schwalbach,49.2833,6.8167,Alemania,DEU,Ciudad,17218
Rio Claro,-22.7228,-44.1358,Brasil,BRA,Ciudad,17826
Salgar,5.9639,-75.9775,Colombia,COL,Capital Provincia,17804
Manzanares,38.9964,-3.3731,España,ESP,Ciudad,17845
Mitake,35.4344,137.1308,Japón,JPN,Ciudad,17536
Colon,9.9096,-84.262,Costa Rica,CRI,Ciudad,17411
Five Forks,34.8069,-82.2271,Estados Unidos,USA,Ciudad,17844
Knightdale,35.7918,-78.4955,Estados Unidos,USA,Ciudad,17843
Orta Nova,41.3308,15.7114,Italia,ITA,Ciudad,17675
Isola Capo Rizzuto,38.9667,17.1,Italia,ITA,Ciudad,17832
Shangjing,24.6076,114.9939,China,CHN,Ciudad,17534
Shenandoah,40.8167,-76.2004,Estados Unidos,USA,Ciudad,17840
Ada,34.7683,-96.6689,Estados Unidos,USA,Ciudad,17840
Salonta,46.8,21.65,Rumanía,ROU,Ciudad,17735
Karnobat,42.6513,26.9855,Bulgaria,BGR,Ciudad,17808
Zhongguyue,38.2833,113.867,China,CHN,Ciudad,17610
Miaojiaping,37.5777,110.0658,China,CHN,Ciudad,17689
Longjia,36.0608,113.4128,China,CHN,Ciudad,17622
Sobinka,55.99,40.0167,Rusia,RUS,Ciudad,17799
Ngara,-2.4695,30.65,Tanzania,TZA,Ciudad,16890
Orsay,48.6981,2.1875,Francia,FRA,Ciudad,15844
Aliaga,38.8008,26.9728,Turquía,TUR,Capital Provincia,17578
Crossville,35.9527,-85.0294,Estados Unidos,USA,Ciudad,17825
Las Heras,-46.55,-68.95,Argentina,ARG,Ciudad,17821
Yutz,49.3589,6.1886,Francia,FRA,Ciudad,16633
Pinili,17.954,120.527,Filipinas,PHL,Ciudad,17626
Bovisio Masciago,45.611,9.1478,Italia,ITA,Ciudad,16929
Bad Sackingen,47.5533,7.9472,Alemania,DEU,Ciudad,17144
Porciuncula,-20.9628,-42.0408,Brasil,BRA,Ciudad,17760
Sao Benedito do Rio Preto,-3.3339,-43.5278,Brasil,BRA,Ciudad,17799
Oerlinghausen,51.9667,8.6667,Alemania,DEU,Ciudad,17286
Sapeacu,-12.7278,-39.1819,Brasil,BRA,Ciudad,17664
Pontarlier,46.9061,6.3547,Francia,FRA,Capital Provincia,17393
Beltsville,39.0394,-76.9211,Estados Unidos,USA,Ciudad,17812
Daimiel,39.0833,-3.6167,España,ESP,Ciudad,17771
Ban Phe,12.6287,101.4399,Tailandia,THA,Ciudad,17116
Hlybokaye,55.1333,27.6833,Bielorrusia,BLR,Capital Provincia,17790
Pirapora do Bom Jesus,-23.3972,-47.0028,Brasil,BRA,Ciudad,17646
San Felipe,14.6206,-91.5961,Guatemala,GTM,Capital Provincia,17268
Latsia,35.0968,33.3773,Chipre,CYP,Ciudad,16774
Bedford,41.225,-73.6678,Estados Unidos,USA,Ciudad,17803
Santa Elena,-30.95,-59.8,Argentina,ARG,Ciudad,17791
Colonia,40.5929,-74.3151,Estados Unidos,USA,Ciudad,17801
Grenchen,47.1931,7.3958,Suiza,CHE,Ciudad,17140
Esperanza,11.7333,124.05,Filipinas,PHL,Ciudad,17534
Morros,-2.8639,-44.0389,Brasil,BRA,Ciudad,17783
Portchester,50.842,-1.12,Reino Unido,GBR,Ciudad,17789
Moraga,37.8439,-122.1225,Estados Unidos,USA,Ciudad,17783
Beni Fouda,36.2861,5.6071,Argelia,DZA,Ciudad,17667
Los Alcazares,37.7436,-0.8497,España,ESP,Ciudad,16935
Kiangan,16.7833,121.0833,Filipinas,PHL,Ciudad,17691
Zongo,4.35,18.6,República Democrática del Congo,COD,Ciudad,17667
Minquan,37.442,103.3811,China,CHN,Ciudad,17663
Cairu,-13.4869,-39.0439,Brasil,BRA,Ciudad,17730
Kahoku,38.4264,140.3144,Japón,JPN,Ciudad,17435
Zaslawye,54.0,27.2833,Bielorrusia,BLR,Ciudad,17701
Lac,41.6353,19.7131,Albania,ALB,Ciudad,17086
Midway,30.4138,-87.0261,Estados Unidos,USA,Ciudad,17760
Banora Point,-28.2225,153.5386,Australia,AUS,Ciudad,16167
Glen Parva,52.5867,-1.1617,Reino Unido,GBR,Ciudad,17189
Steubenville,40.3653,-80.652,Estados Unidos,USA,Ciudad,17753
Dingjiagouxiang,35.5307,105.0207,China,CHN,Ciudad,17639
Duijiang,27.0782,105.5256,China,CHN,Ciudad,17533
Canapi,-9.1269,-37.605,Brasil,BRA,Ciudad,17719
Tavares,28.7921,-81.7353,Estados Unidos,USA,Ciudad,17749
Qal'at Mgouna,31.2414,-6.1283,Marruecos,MAR,Ciudad,16956
Laatatra,32.6314,-8.4147,Marruecos,MAR,Ciudad,17593
Concord,39.8741,-75.5135,Estados Unidos,USA,Ciudad,17745
Belgrade,45.7796,-111.1751,Estados Unidos,USA,Ciudad,17743
Cipo,-11.1,-38.5169,Brasil,BRA,Ciudad,17602
Ban Pong,13.8174,99.883,Tailandia,THA,Capital Provincia,17298
Poyo,42.4333,-8.6667,España,ESP,Ciudad,17230
Itacarambi,-15.1019,-44.0919,Brasil,BRA,Ciudad,17720
Brielle,51.9042,4.1639,Netherlands,NLD,Capital Provincia,17182
Lousa,40.1125,-8.2469,Portugal,PRT,Capital Provincia,17604
Tabara Arriba,18.5667,-70.8833,República Dominicana,DOM,Ciudad,17647
Estancia Pozo Colorado,-23.4136,-58.9144,Paraguay,PRY,Ciudad,17727
Foxborough,42.0627,-71.2461,Estados Unidos,USA,Ciudad,17727
Tanque Novo,-13.5458,-42.4908,Brasil,BRA,Ciudad,17702
Tizi Rached,36.6718,4.1918,Argelia,DZA,Ciudad,17161
Loboc,9.6333,124.0333,Filipinas,PHL,Ciudad,17418
Lackawanna,42.8182,-78.8326,Estados Unidos,USA,Ciudad,17720
Sibutao,8.6,123.4667,Filipinas,PHL,Ciudad,17453
Melville,40.7823,-73.4088,Estados Unidos,USA,Ciudad,17716
Verdun,49.1597,5.3828,Francia,FRA,Capital Provincia,17161
Balaguer,41.7904,0.8056,España,ESP,Ciudad,17409
Boqueirao,-7.4819,-36.135,Brasil,BRA,Ciudad,17670
Jucurutu,-6.0339,-37.02,Brasil,BRA,Ciudad,17692
Ashland,42.2573,-71.4687,Estados Unidos,USA,Ciudad,17710
Wailuku,20.8834,-156.5059,Estados Unidos,USA,Ciudad,17708
Buckhall,38.725,-77.4472,Estados Unidos,USA,Ciudad,17708
El Dorado,33.2184,-92.664,Estados Unidos,USA,Ciudad,17706
Salmon Arm,50.7022,-119.2722,Canadá,CAN,Ciudad,17706
Alcochete,38.7553,-8.9608,Portugal,PRT,Capital Provincia,17569
Palanan,17.0589,122.43,Filipinas,PHL,Ciudad,17684
South Hadley,42.2567,-72.5793,Estados Unidos,USA,Ciudad,17703
Ashton,-44.033,171.772,Nueva Zelanda,NZL,Ciudad,17700
Matipo,-20.2839,-42.3408,Brasil,BRA,Ciudad,17639
Rio Maria,-7.3108,-50.0478,Brasil,BRA,Ciudad,17697
Tlahuelilpan,20.1297,-99.2286,México,MEX,Ciudad,17153
Benito Juarez,20.8833,-98.2,México,MEX,Capital Provincia,17618
Fleron,50.6167,5.6833,Bélgica,BEL,Ciudad,16495
Kitahiroshima,34.6744,132.5383,Japón,JPN,Ciudad,17669
Varjota,-4.1939,-40.4769,Brasil,BRA,Ciudad,17593
Preganziol,45.6,12.2333,Italia,ITA,Ciudad,16957
Matagob,11.1167,124.4667,Filipinas,PHL,Ciudad,17522
Libertad,11.769,121.9189,Filipinas,PHL,Ciudad,17507
Zhoujia,35.2976,108.0347,China,CHN,Ciudad,17484
Fuente-Alamo de Murcia,37.7394,-1.1881,España,ESP,Ciudad,17225
Pio IX,-6.8378,-40.5789,Brasil,BRA,Ciudad,17671
Port Alberni,49.2339,-124.805,Canadá,CAN,Ciudad,17678
Verneuil-sur-Seine,48.9797,1.9739,Francia,FRA,Ciudad,15982
Guidan Roumdji,13.6575,6.6958,Níger,NER,Capital Provincia,17525
Boljoon,9.6333,123.4333,Filipinas,PHL,Ciudad,17525
Arsanjan,29.9122,53.3083,Irán,IRN,Capital Provincia,17642
Santos Reyes Nopala,16.1,-97.15,México,MEX,Ciudad,17583
Novo Airao,-2.6208,-60.9439,Brasil,BRA,Ciudad,17671
Ribeirao Branco,-24.2208,-48.7658,Brasil,BRA,Ciudad,17646
Totoro,2.5103,-76.4019,Colombia,COL,Capital Provincia,17611
Bitam,2.0833,11.4833,Gabón,GAB,Ciudad,17637
Greene,39.9543,-77.5668,Estados Unidos,USA,Ciudad,17667
Pianoro,44.3833,11.3333,Italia,ITA,Ciudad,17503
Sipacapa,15.2128,-91.6342,Guatemala,GTM,Capital Provincia,17549
Ait Majdane,31.8514,-6.9658,Marruecos,MAR,Ciudad,17572
Nerang,-27.9956,153.322,Australia,AUS,Ciudad,16864
Valle Vista,33.7436,-116.8872,Estados Unidos,USA,Ciudad,17663
Yayas de Viajama,18.6,-70.92,República Dominicana,DOM,Ciudad,17620
Schijndel,51.6183,5.4364,Netherlands,NLD,Capital Provincia,17104
Pernamitta,15.5333,80.0,India,IND,Ciudad,17041
Albert Lea,43.6547,-93.3642,Estados Unidos,USA,Ciudad,17656
Polyarnyy,69.1983,33.4561,Rusia,RUS,Ciudad,17605
Madison,40.7586,-74.417,Estados Unidos,USA,Ciudad,17654
Agourai,33.6333,-5.5833,Marruecos,MAR,Ciudad,16651
Maitland,28.6295,-81.3717,Estados Unidos,USA,Ciudad,17652
San Jorge,11.9833,124.8167,Filipinas,PHL,Ciudad,17579
San Alejo,13.4333,-87.9667,El Salvador,SLV,Ciudad,17598
Arauco,-37.2463,-73.3175,Chile,CHL,Ciudad,17597
Lam Luk Ka,13.9297,100.7375,Tailandia,THA,Capital Provincia,15881
Gretna,29.9101,-90.0515,Estados Unidos,USA,Ciudad,17647
Bailen,38.0833,-3.7667,España,ESP,Ciudad,17498
Tricase,39.9333,18.3667,Italia,ITA,Ciudad,17525
Hatfield,40.2758,-75.2895,Estados Unidos,USA,Ciudad,17646
Inza,53.85,46.35,Rusia,RUS,Ciudad,17630
Totutla,19.2167,-96.9667,México,MEX,Capital Provincia,17428
Bendorf,50.4297,7.5703,Alemania,DEU,Ciudad,16940
Milanowek,52.1243,20.6654,Polonia,POL,Ciudad,16419
Sinnai,39.3026,9.2031,Italia,ITA,Ciudad,17562
Ain Zaouia,36.5483,3.8942,Argelia,DZA,Ciudad,17320
Hinsdale,41.8005,-87.9273,Estados Unidos,USA,Ciudad,17637
Same,-4.0696,37.72,Tanzania,TZA,Ciudad,17455
Chedaopo,36.4008,106.7351,China,CHN,Ciudad,17608
Tougan,13.0667,-3.0667,Burkina Faso,BFA,Capital Provincia,17590
Rocca di Papa,41.7667,12.7167,Italia,ITA,Ciudad,17201
As Suqaylibiyah,35.3697,36.38,Siria,SYR,Capital Provincia,17313
Santa Fe Springs,33.933,-118.0625,Estados Unidos,USA,Ciudad,17630
Bilina,50.5486,13.7754,República Checa,CZE,Ciudad,17103
Barrhead,55.801,-4.389,Reino Unido,GBR,Ciudad,17610
Magalhaes de Almeida,-3.3958,-42.2039,Brasil,BRA,Ciudad,17587
Bad Munder am Deister,52.1992,9.4653,Alemania,DEU,Ciudad,17465
La Primavera,5.4906,-70.4092,Colombia,COL,Capital Provincia,17626
Franklin Park,41.9361,-87.8794,Estados Unidos,USA,Ciudad,17627
Bethpage,40.7495,-73.4856,Estados Unidos,USA,Ciudad,17627
Awlouz,30.7,-8.15,Marruecos,MAR,Ciudad,17409
La Garriga,41.6804,2.2833,España,ESP,Ciudad,16733
Hinode,35.7422,139.2575,Japón,JPN,Ciudad,17016
East Massapequa,40.6743,-73.4358,Estados Unidos,USA,Ciudad,17622
Belem,-6.7469,-35.5189,Brasil,BRA,Ciudad,17594
Plainville,41.6741,-72.8575,Estados Unidos,USA,Ciudad,17619
Gokavaram,17.2667,81.85,India,IND,Ciudad,16389
Filadelfia,-10.7408,-40.1328,Brasil,BRA,Ciudad,17583
Pocao de Pedras,-4.75,-44.9333,Brasil,BRA,Ciudad,17595
Brignoles,43.4058,6.0617,Francia,FRA,Capital Provincia,17364
Catriel,-37.8778,-67.7917,Argentina,ARG,Ciudad,17584
Wendlingen am Neckar,48.6747,9.3817,Alemania,DEU,Ciudad,16268
Kembhavi,16.65,76.5333,India,IND,Ciudad,17346
Blooming Grove,41.3948,-74.184,Estados Unidos,USA,Ciudad,17606
Pisticci,40.3833,16.55,Italia,ITA,Ciudad,17602
Zaysan,47.4688,84.8646,Kazajistán,KAZ,Ciudad,17600
Kirksville,40.1986,-92.5753,Estados Unidos,USA,Ciudad,17602
Nipomo,35.0323,-120.4991,Estados Unidos,USA,Ciudad,17601
Marche-en-Famenne,50.2275,5.3444,Bélgica,BEL,Capital Provincia,17455
Lara,-38.0167,144.4167,Australia,AUS,Ciudad,16355
Hopkinton,42.2255,-71.5378,Estados Unidos,USA,Ciudad,17598
Afranio,-8.5,-41.0,Brasil,BRA,Ciudad,17586
Pont-a-Celles,50.5,4.35,Bélgica,BEL,Ciudad,17287
San Giovanni Valdarno,43.5644,11.5328,Italia,ITA,Ciudad,16812
Vimodrone,45.5139,9.2844,Italia,ITA,Ciudad,17016
Lubang,13.8,120.15,Filipinas,PHL,Ciudad,17437
Phirangipuram,16.3,80.2667,India,IND,Ciudad,16365
Centerville,40.9284,-111.8849,Estados Unidos,USA,Ciudad,17587
Dabas,47.1833,19.3167,Hungría,HUN,Capital Provincia,17481
Boulsa,12.6667,-0.5833,Burkina Faso,BFA,Capital Provincia,17489
Toba,34.4813,136.8434,Japón,JPN,Ciudad,17421
Compostela,21.2389,-104.9,México,MEX,Capital Provincia,17573
Bad Langensalza,51.1081,10.6467,Alemania,DEU,Ciudad,17441
Plymouth,40.1115,-75.2977,Estados Unidos,USA,Ciudad,17582
Gorham,43.7034,-70.4581,Estados Unidos,USA,Ciudad,17582
Rubano,45.4333,11.7833,Italia,ITA,Ciudad,16448
Sedeh Lanjan,32.3778,51.3181,Irán,IRN,Ciudad,17335
Ban Song,8.6603,99.3768,Tailandia,THA,Ciudad,17373
Nova Era,-19.7606,-43.0289,Brasil,BRA,Ciudad,17528
Raunheim,50.0097,8.45,Alemania,DEU,Ciudad,16284
Kasimkota,17.6736,82.9634,India,IND,Ciudad,15753
Sahel,34.9667,-4.55,Marruecos,MAR,Ciudad,17496
Neerpelt,51.2278,5.4422,Bélgica,BEL,Ciudad,17174
Butner,36.1285,-78.7502,Estados Unidos,USA,Ciudad,17575
Passagem Franca,-6.18,-43.7839,Brasil,BRA,Ciudad,17562
Salem,40.9049,-80.8491,Estados Unidos,USA,Ciudad,17571
Regeneracao,-6.2378,-42.6878,Brasil,BRA,Ciudad,17556
Ebino,32.0456,130.8111,Japón,JPN,Ciudad,17508
Thale,51.7511,11.0428,Alemania,DEU,Ciudad,17442
Marktredwitz,50.0,12.0667,Alemania,DEU,Ciudad,17217
Sanary-sur-Mer,43.1192,5.8022,Francia,FRA,Ciudad,16696
Tabarka,36.955,8.755,Túnez,TUN,Ciudad,17425
Shin-Kamigoto,32.9844,129.0733,Japón,JPN,Ciudad,17479
Tillmans Corner,30.5818,-88.2128,Estados Unidos,USA,Ciudad,17560
Sapucaia,-21.995,-42.9139,Brasil,BRA,Ciudad,17525
Fanipal',53.75,27.3333,Bielorrusia,BLR,Ciudad,17507
Rio Bananal,-19.265,-40.3328,Brasil,BRA,Ciudad,17530
Miharu,37.4411,140.4928,Japón,JPN,Ciudad,17319
Ketama,34.9158,-4.5686,Marruecos,MAR,Ciudad,17351
Alotenango,14.4878,-90.8058,Guatemala,GTM,Capital Provincia,17369
Upper Grand Lagoon,30.169,-85.7407,Estados Unidos,USA,Ciudad,17550
Anoka,45.2099,-93.3893,Estados Unidos,USA,Ciudad,17549
Tagana-an,9.7,125.5833,Filipinas,PHL,Ciudad,17323
Ismaning,48.2264,11.6725,Alemania,DEU,Ciudad,17120
Wittenberge,53.0054,11.7503,Alemania,DEU,Ciudad,17206
Remagen,50.5786,7.2306,Alemania,DEU,Ciudad,17032
Hoganas,56.196,12.5769,Suecia,SWE,Capital Provincia,16001
Castelfiorentino,43.6108,10.97,Italia,ITA,Ciudad,17283
Dighirpar,22.3034,88.6678,India,IND,Ciudad,15881
Bobingen,48.2667,10.8167,Alemania,DEU,Ciudad,17199
Miramichi,47.0196,-65.5072,Canadá,CAN,Ciudad,17537
Bailesti,44.0308,23.3525,Rumanía,ROU,Ciudad,17437
Laurel,37.6375,-77.5062,Estados Unidos,USA,Ciudad,17535
Adelfia,41.0,16.8667,Italia,ITA,Ciudad,16963
Amesbury,42.853,-70.9446,Estados Unidos,USA,Ciudad,17532
Plast,54.3667,60.8167,Rusia,RUS,Ciudad,17508
Thornton,53.7898,-1.8504,Reino Unido,GBR,Ciudad,17276
Karukh,34.4868,62.5918,Afganistán,AFG,Capital Provincia,17484
Trossingen,48.0756,8.6361,Alemania,DEU,Ciudad,16829
Dharmapuri,18.9475,79.094,India,IND,Ciudad,17243
Dar Chaifat,32.55,-7.5,Marruecos,MAR,Ciudad,17454
Marion,37.7173,-88.9279,Estados Unidos,USA,Ciudad,17520
Tallmadge,41.1023,-81.4216,Estados Unidos,USA,Ciudad,17519
Cafelandia,-21.8025,-49.61,Brasil,BRA,Ciudad,17499
Nanuet,41.0957,-74.0155,Estados Unidos,USA,Ciudad,17517
Challapalle,16.1167,80.9333,India,IND,Ciudad,17067
Balma,43.6103,1.4986,Francia,FRA,Ciudad,16520
Conceicao do Mato Dentro,-19.0369,-43.425,Brasil,BRA,Ciudad,17503
Maryland City,39.1016,-76.8051,Estados Unidos,USA,Ciudad,17513
Niagara-on-the-Lake,43.2553,-79.0717,Canadá,CAN,Ciudad,17511
Tabernes de Valldigna,39.0722,-0.2658,España,ESP,Ciudad,17162
Soumagne,50.6167,5.75,Bélgica,BEL,Ciudad,16888
Shorewood,41.5175,-88.2149,Estados Unidos,USA,Ciudad,17509
Krasnokumskoye,44.1778,43.5,Rusia,RUS,Ciudad,17451
Vero Beach,27.6463,-80.393,Estados Unidos,USA,Ciudad,17503
Ziracuaretiro,19.4189,-101.9088,México,MEX,Ciudad,17394
Clemson,34.6837,-82.8124,Estados Unidos,USA,Ciudad,17501
Luz,-19.8008,-45.6858,Brasil,BRA,Ciudad,17486
Sulzbach,49.3,7.0667,Alemania,DEU,Ciudad,16468
Forssa,60.8167,23.6167,Finlandia,FIN,Capital Provincia,17422
Kottapeta,15.7913,80.377,India,IND,Ciudad,16931
Karachev,53.1167,34.9833,Rusia,RUS,Ciudad,17466
Santa Magdalena,12.65,124.1,Filipinas,PHL,Ciudad,17096
Pomaz,47.6472,19.0269,Hungría,HUN,Ciudad,17139
Carmo,-21.9339,-42.6089,Brasil,BRA,Ciudad,17434
Bahutal,24.56,87.89,India,IND,Ciudad,15963
Spanish Lake,38.7884,-90.2078,Estados Unidos,USA,Ciudad,17485
